title,singer,album,producer,distributor,year_month,is_popular,external_factors,num_times_top_10,num_times_top_5,num_times_top_1
처음부터 너와 나,볼빨간사춘기,군주 - 가면의 주인 OST Part 2,더하기미디어,다날엔터테인먼트,201705-201706-201707-201708,1,0,1,0,0
처음엔 사랑이란게,버스커 버스커 (Busker Busker),버스커버스커 2집,"청춘뮤직, Stone Music Entertainment",Stone Music Entertainment,201309-201310,1,0,2,2,0
처음이라서,정효빈,처음이라서,Square record,Warner Music,201906,0,0,0,0,0
처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA,325 이엔씨,카카오 M,202003-202004-202005-202006-202007-202008,1,0,2,1,0
처음처럼,티아라 (T-ara),Absolute First Album,코어컨텐츠미디어,Stone Music Entertainment,201001-201002,1,0,1,0,0
처음처럼 그때처럼 (Feat. 강민경),이승기,Shadow (Repackage),후크엔터테인먼트,카카오 M,201001,1,0,0,0,0
천년의 사랑 (박완규),이영현 (빅마마),`나는 가수다` 경연 15-2 `내게 특별한 사람의 추천곡`,아이엠비씨,NHN벅스,201202,1,0,0,0,0
"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part 1,KOZ 엔터테인먼트,카카오 M,201910,1,0,0,0,0
천일동안 (이승환),옥주현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기),아이엠비씨,카카오 M,201106,1,0,0,0,0
"철수와 미미 (Feat. 길, Supreme Team)",정인,Melody Remedy,정글엔터테인먼트,Stone Music Entertainment,201104,0,0,0,0,0
첫 겨울이니까,"성시경, 아이유 (IU)",첫 겨울이니까,에스케이재원,카카오 M,201912,1,0,0,0,0
첫 눈,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In Decemb...,SM Entertainment,지니뮤직,201312,1,0,0,0,0
첫 눈,정준일,도깨비 OST Part 8,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,201701,1,0,0,0,0
첫 눈 그리고 첫 키스,"드라마 (달마시안), 요섭 (비스트)",첫 눈 그리고 첫 키스,아이에스엔터미디어그룹,Stone Music Entertainment,201012,0,0,0,0,0
첫 데이트,스윗소로우(Sweet Sorrow),Sweet Sorrow 3 Single Part 1,젬컬처스,Stone Music Entertainment,201111,0,0,0,0,0
첫 사랑니 (Rum Pum Pum Pum),f(x),2집 Pink Tape,SM Entertainment,지니뮤직,201308,1,0,1,1,0
첫 사랑은 죽었다 (First Love End),케이윌 (K.Will),Will In Fall,스타쉽엔터테인먼트,카카오 M,201310,0,0,0,0,0
첫 이별 그날 밤,아이유 (IU),Real,카카오 M,카카오 M,201012,1,0,0,0,0
첫눈에,헤이즈 (Heize),첫눈에,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,201812-201901-201902,1,0,0,0,0
첫눈에... (Snowy Wish),소녀시대,′훗(Hoot)′ The 3rd Mini Album,SM Entertainment,지니뮤직,201011,0,0,0,0,0
첫눈이 오면 설레였던 꼬마아이 (Time Travel),"드렁큰 타이거, 윤미래 (T), Bizzy",살자 (The Cure),Feel Ghood Music,Universal Music,201309,0,0,0,0,0
첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,201701-201702-201703-201704-201705,1,0,4,3,2
첫눈처럼 너에게 가겠다 (Prod. 로코베리),김범수,첫눈처럼 너에게 가겠다,"영엔터테인먼트, 하얀달엔터테인먼트","지니뮤직, Stone Music Entertainment",201902,0,0,0,0,0
첫사랑,버스커 버스커 (Busker Busker),버스커 버스커 1집,Stone Music Entertainment,Stone Music Entertainment,201204-201205,1,1,1,1,0
첫사랑,애프터스쿨 (After School),첫사랑,플레디스,카카오 M,201306,1,0,0,0,0
첫사랑 (Feat. 유주 Of 여자친구),정키 (Jung Key),CHERISH,도우즈 레코즈,카카오 M,201712,0,0,0,0,0
첫사랑이죠,"아이유 (IU), 나윤권",첫사랑이죠,심현보,카카오 M,201001,1,0,1,0,0
첫키스,다비치,Innocence,코어컨텐츠미디어,Stone Music Entertainment,201005,0,0,0,0,0
청개구리,김보경,학교 OST Part 4,어치브그룹디엔,Sony Music,201301,0,0,0,0,0
청개구리 (Feat. G-Dragon),싸이 (Psy),싸이6甲 Part 1,YG Entertainment,지니뮤직,201207-201208,1,0,0,0,0
청춘 (Feat. 김창완),김필,응답하라 1988 OST Part 1,"Stone Music Entertainment, 쿵엔터테인먼트",Stone Music Entertainment,201511-201512-201601-201602,1,0,3,0,0
청춘 (Feat. 이상순),김동률,동행,뮤직팜,카카오 M,201410,1,0,0,0,0
청혼하는 거예요,포맨 (4Men),The 5th Album Vol.2 `Thank You`,YWHO & 해피페이스 Ent.,카카오 M,201305-201306,1,0,1,0,0
쳐다보지마,송지은,쳐다보지마,TS엔터테인먼트,카카오 M,201409,0,0,0,0,0
초록빛,폴킴,초록빛,뉴런뮤직,카카오 M,201901-201902-201903-201904-201905,1,0,0,0,0
초록창가,악동뮤지션 (AKMU),사춘기 상 (思春記 上),YG Entertainment,지니뮤직,201605,1,0,0,0,0
촌스럽게 굴지마 (Feat. 용준형),알리 (ALi),Soul-Ri _ 영혼이 있는 마을,예당컴퍼니,카카오 M,201112,1,0,1,0,0
촌스럽게 왜 이래 (You Don`t Know Love),케이윌 (K.will),Will In Fall,스타쉽엔터테인먼트,카카오 M,201310,1,0,1,1,0
최고의 사랑 (最愛 / Saiai) (후쿠야마 마사하루 리메이크 / ...,2AM,최고의 사랑 (후쿠야마 마사하루 리메이크),Universal Music,Universal Music,201103,1,0,0,0,0
최고의 선물 (Prod. by PSY),비 (Rain),최고의 선물,레인컴퍼니,카카오 M,201703,0,0,0,0,0
최고의 행운,첸 (CHEN),괜찮아 사랑이야 OST Part 1,"Stone Music Entertainment, 가지컨텐츠",Stone Music Entertainment,201408,1,0,0,0,0
추격자,인피니트 (Infinite),Infinitize,울림 엔터테인먼트,카카오 M,201205-201206,1,0,0,0,0
추억 속의 재회 (조용필),바비 킴 (Bobby Kim),`나는 가수다` 경연 9-2. 조용필 스페셜,아이엠비씨,NHN벅스,201110,0,0,0,0,0
추억은 이별보다 더 아름답다 (Adagio),테이 (Tei),Melody Project Part 4,지니뮤직,지니뮤직,201303,0,0,0,0,0
출발,김동률,5집 Monologue,Stone Music Entertainment,Stone Music Entertainment,201401,0,0,0,0,0
춥다 (Feat. 이하이),에픽하이 (Epik High),7집 99,YG Entertainment,지니뮤직,201210-201211,1,0,1,1,0
충분히 예뻐,버벌진트 (Verbal Jint),10년동안의오독I,브랜뉴뮤직,Universal Music,201207-201208,1,0,0,0,0
취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST,TOON STUDIO,카카오 M,202008,1,0,0,0,0
취하고 싶다 (Prod. By 전태익),황인욱,취하고 싶다,678 MUSIC,뮤직파운드,201909-201910-201911,0,0,0,0,0
취한 밤,토이 (Toy),Da Capo,안테나뮤직,Stone Music Entertainment,201411,0,0,0,0,0
취했나봐,황인욱,취했나봐,How엔터테인먼트,NHN벅스,202006,1,1,0,0,0
취향저격,iKON,WELCOME BACK,YG PLUS,지니뮤직,201509-201510-201511,1,0,1,1,0
친구,방탄소년단,MAP OF THE SOUL _ 7,빅히트 엔터테인먼트,Dreamus,202003-202004,1,0,0,0,0
친구라도 될 걸 그랬어,거미,Like Them,YG Entertainment,Stone Music Entertainment,201512-201604-201605,0,0,0,0,0
친구로 지내자면서 (Prod. By 전태익),황인욱,친구로 지내자면서,678 MUSIC,뮤직파운드,201906-201907-201908,0,0,0,0,0
친구잖아,이승기,Tonight,후크엔터테인먼트,카카오 M,201111,1,0,0,0,0
친한 사이,레이디 제인 (Lady Jane),친한 사이,MRJ entertainment,카카오 M,201102,0,0,0,0,0
카라멜 커피 (Talk To Me),소녀시대,`Oh!` The Second Album,SM Entertainment,지니뮤직,201001,0,0,0,0,0
카페인,양요섭,The First Collage,큐브엔터테인먼트,Universal Music,201212-201301,1,0,1,1,0
캥거루 (Kangaroo) (Prod. ZICO),Wanna One (워너원) - 트리플포지션,1÷χ=1 (UNDIVIDED),"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,201806,1,0,0,0,0
커튼 (Curtain),"수호 (SUHO), 송영주",커튼 (Curtain),SM Entertainment,지니뮤직,201702,0,0,0,0,0
커플 (2016),젝스키스,2016 Re-ALBUM,YG Entertainment,지니뮤직,201612,1,0,1,0,0
커피 (Prod. by G-Park 박명수),"유재환, 김예림",커피 (Prod. by G-Park 박명수),거성엔터테인먼트,카카오 M,201510,1,0,0,0,0
컬러링,WINNER,2014 S/S,YG Entertainment,지니뮤직,201408,1,0,0,0,0
컬러링,김예림 (투개월),A Voice,미스틱스토리,Stone Music Entertainment,201306,1,0,0,0,0
켜줘 (Light),Wanna One (워너원),1÷χ=1 (UNDIVIDED),"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,201806,1,0,1,0,0
코끝에 겨울,어반 자카파 (Urban Zakapa),(03),플럭서스,지니뮤직,201312,1,0,0,0,0
콩떡빙수,악동뮤지션 (AKMU),콩떡빙수,"Paris Baguette, New Moon On Monday Inc.,",카카오 M,201305-201306,1,0,0,0,0
쿠데타 (COUP D`ETAT),G-Dragon,쿠데타 (COUP D`ETAT),YG Entertainment,지니뮤직,201309,1,0,0,0,0
쿨하지못해 미안해 (No Cool I`m Sorry),유브이 (UV),Do You Wanna Be Cool?,다이렉트미디어,다이렉트미디어,201004,0,0,0,0,0
쿵 (Knock),자이언티(Zion.T),쇼미더머니 5 Special,Stone Music Entertainment,Stone Music Entertainment,201607,1,0,0,0,0
크게 라디오를 켜고 (시나위),YB (윤도현 밴드),`나는 가수다` 경연 6-2. 청중 평가단 추천곡,아이엠비씨,NHN벅스,201107,0,0,0,0,0
크레용 (Crayon),G-Dragon,One Of A Kind,YG Entertainment,지니뮤직,201209-201210,1,0,2,0,0
크리스마스 노래,큐브 아티스트,크리스마스 노래,CUBE DC INC.,Stone Music Entertainment,201312,0,0,0,0,0
크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project,젤리피쉬 엔터테인먼트,Stone Music Entertainment,201212-201412,1,0,1,1,0
크리스마스를 부탁해 (Feat. 신승훈),버벌진트 (Verbal Jint),크리스마스를 부탁해,브랜뉴뮤직,NHN벅스,201312,0,0,0,0,0
크리스마스잖아요,김동률,KimdongrYULE,뮤직팜,카카오 M,201111,0,0,0,0,0
크리스마스잖아요,비원에이포 (B1A4),크리스마스잖아요,WM엔터테인먼트,카카오 M,201512,0,0,0,0,0
클렌징크림,브라운아이드걸스,클렌징크림,내가 네트워크,카카오 M,201111,1,0,1,0,0
키 큰 노총각 이야기,정준하,무한도전 나름 가수다,아이엠비씨,지니뮤직,201201,1,0,1,1,0
탓 (Prod. BOYCOLD),이병재 (Vinxen),고등래퍼2 Semi Final,Stone Music Entertainment,Stone Music Entertainment,201805,0,0,0,0,0
태양 아래서,배치기,4집 Part 2,YMC엔터테인먼트,NHN벅스,201301,0,0,0,0,0
태풍 (The Eye),인피니트 (Infinite),INFINITE ONLY,울림 엔터테인먼트,카카오 M,201611,0,0,0,0,0
텅 (Feat.김하온 (HAON)),빈첸 (VINXEN),텅,로맨틱팩토리,카카오 M,202001,0,0,0,0,0
톡톡 (Tok Tok) (Feat. Soya),마이티 마우스 (Mighty Mouth),Mighty Fresh,원오원엔터테인먼트,카카오 M,201102-201103,1,0,1,0,0
톡톡 (Tok Tok) (Feat. 김범수) (Original Ver...,마이티 마우스 (Mighty Mouth),톡톡 (Original Ver.),원오원엔터테인먼트,카카오 M,201103,0,0,0,0,0
통증,임재범,통증 OST,예당컴퍼니,카카오 M,201109,1,0,0,0,0
투게더,DJ DOC,풍류,쇼글로브,Stone Music Entertainment,201007,0,0,0,0,0
투게더!,잔나비,전설,페포니 뮤직,카카오 M,201904,0,0,0,0,0
투명 우산 (Don’t Let Me Go),샤이니 (SHINee),1 of 1 - The 5th Album,SM Entertainment,지니뮤직,201610,0,0,0,0,0
트라우마 (Trauma),EXO,LOVE SHOT - The 5th Album Repackage,SM Entertainment,Dreamus,201902,0,0,0,0,0
트루먼 쇼,"윤비(YunB), 영비(Young B)",쇼미더머니 8 Episode 3,Stone Music Entertainment,지니뮤직,201910,0,0,0,0,0
특별해,젝스키스,ANOTHER LIGHT,YG Entertainment,지니뮤직,201709-201710,1,0,2,1,1
틈,"소유, 권순일, 박용인",소유 X 어반자카파 (권순일 & 박용인) `틈`,스타쉽 엑스,카카오 M,201409-201410,1,0,1,1,0
티가 나나봐,"15& (박지민, 백예린)",티가 나나봐,JYP Entertainment,지니뮤직,201404,1,0,1,0,0
파라다이스 (Paradise),인피니트 (Infinite),정규 1집 스페셜 리패키지 `Paradise`,울림 엔터테인먼트,Stone Music Entertainment,201110,1,0,0,0,0
파트너,"정동원, 장민호",내일은 미스터트롯 레전드 미션 베스트,"TV CHOSUN, 쇼플레이",카카오 M,202003,0,0,0,0,0
파파라치 (Feat. 에릭),간미연,Watch,쏘스뮤직,지니뮤직,201103,1,0,0,0,0
팔레트 (Feat. G-DRAGON),아이유 (IU),Palette,"페이브엔터테인먼트,카카오 M",카카오 M,201704-201705-201706-201707,1,0,2,2,0
팔베개 (Pillow) (Feat. 기현),"소유, 기리보이 (Giriboy)",NO.MERCY (노머시) Part 2,스타쉽 엑스,카카오 M,201501-201502,1,0,1,0,0
"패 (Feat. 넉살, 딥플로우)","김효은, 차붐, EK",쇼미더머니 777 Episode 1,Stone Music Entertainment,지니뮤직,201810,0,0,0,0,0
펑펑,알리 (ALi),Turning Point,쥬스엔터테인먼트,Sony Music,201501,0,0,0,0,0
편지,다비치,DAVICHI CODE,코어컨텐츠미디어,카카오 M,201311-201312,1,0,1,0,0
편지,이정아,슈퍼스타K3 TOP 11 Part 1,Stone Music Entertainment,Stone Music Entertainment,201110,0,0,0,0,0
편지 (김광진),BMK,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기),아이엠비씨,카카오 M,201106,0,0,0,0,0
평생 (For Kiss Me),유키스 (U-Kiss),평생 (For Kiss Me),NH EMG,NHN벅스,201112,0,0,0,0,0
포옹,세븐틴,6TH MINI ALBUM `YOU MADE MY DAWN`,플레디스,카카오 M,201902,0,0,0,0,0
포장마차,황인욱,포장마차,How엔터테인먼트,NHN벅스,201907-201908-201909-201910-201911-201912-202001-202002-202003,1,0,2,0,0
폰서트,10cm,4.0,매직스트로베리사운드,카카오 M,201802-201803-201804-201805-201901-201902-201903-201905-201906,0,0,0,0,0
표적,신화,WE,신컴엔터테인먼트,Stone Music Entertainment,201503,1,0,1,1,0
푸르던,아이유 (IU),CHAT-SHIRE,로엔트리,카카오 M,201510-201511,1,0,0,0,0
품,볼빨간사춘기,사춘기집Ⅱ 꽃 본 나비,쇼파르뮤직,카카오 M,202008,0,0,0,0,0
품행제로,블락비 바스타즈,품행제로,세븐시즌스,Stone Music Entertainment,201504-201505,1,0,0,0,0
피 땀 눈물,방탄소년단,WINGS,빅히트 엔터테인먼트,카카오 M,201610-201611,1,0,1,0,0
피노키오,로이킴,피노키오 OST Part 2,"Stone Music Entertainment, 가지컨텐츠",Stone Music Entertainment,201412,1,0,0,0,0
피노키오 (Danger),f(x),`피노키오` f(x) The 1st Album,SM Entertainment,지니뮤직,201104-201105,1,0,2,1,0
피어나,가인 (브라운 아이드 걸스),Talk About S.,카카오 M,카카오 M,201210-201211,1,0,1,1,1
피카부 (Peek-A-Boo),레드벨벳(Red Velvet),Perfect Velvet - The 2nd Album,SM Entertainment,지니뮤직,201711-201712-201801-201802,1,0,2,0,0
필라멘트,임정희,난폭한 로맨스 OST Part 1,노트뮤직,NHN벅스,201201,0,0,0,0,0
하기나 해 (Feat. Loco),GRAY (그레이),grayground. 01,AOMG,Stone Music Entertainment,201505-201606,0,0,0,0,0
하나부터 열까지,miss A,A Class,JYP Entertainment,카카오 M,201108,0,0,0,0,0
하나뿐인 사람,케이윌 (K.will),피노키오 OST Part 5,"Stone Music Entertainment, 가지컨텐츠",Stone Music Entertainment,201502,0,0,0,0,0
하늘바라기 (Feat. 하림),정은지,Dream,플레이엠엔터테인먼트,카카오 M,201604-201605-201606,1,0,2,1,0
하늘색 약속,god,Chapter 8,"SidusHQ, god",Stone Music Entertainment,201407,1,0,1,1,0
하늘을 달리다,이적,2집 2적,카카오 M,카카오 M,201010,0,0,0,0,0
하늘을 달리다,허각,허각 1st 미니앨범 (EP),Stone Music Entertainment,Stone Music Entertainment,201011,1,0,0,0,0
하드캐리,GOT7,FLIGHT LOG _ TURBULENCE,JYP Entertainment,지니뮤직,201610,0,0,0,0,0
하루 끝,아이유 (IU),스무 살의 봄,카카오 M,카카오 M,201205-201206,1,0,2,1,0
하루가 길다,팀 (Tim),...하루가 길다,Sony Music,Sony Music,201111,0,0,0,0,0
하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,201809-201810-201811-201812-201901-201902-201903,1,0,3,1,0
하루만,손호영,연애말고 결혼 OST Part 3,Stone Music Entertainment,Stone Music Entertainment,201408,0,0,0,0,0
하루의 끝 (End of a day),종현 (JONGHYUN),종현 소품집 `이야기 Op.1`,SM Entertainment,지니뮤직,201801,0,0,0,0,0
하루의 끝에,V.O.S,제빵왕 김탁구 OST Part 1,풍년아트콘텐츠,NHN벅스,201006,0,0,0,0,0
하루종일 (Original Ver.),제국의아이들 (ZE:A),Leap For Detonation,스타제국,Stone Music Entertainment,201003-201004,0,0,0,0,0
하루하루,김보경,The First Day (EP),Sony Music,Sony Music,201102,1,0,0,0,0
하루하루,에일리 (Ailee),트라이앵글 OST Part 1,태원엔터테인먼트,Stone Music Entertainment,201406,0,0,0,0,0
하루하루,지연 (티아라),드림하이 2 OST Part 8,홀림,카카오 M,201203,0,0,0,0,0
하얀 겨울,"김범수, 박정현",하얀 겨울,일광폴라리스 / 티엔터테인먼트,Stone Music Entertainment,201212,1,0,0,0,0
하얀 고백 (Lately),인피니트 (Infinite),하얀 고백 (Lately),울림 엔터테인먼트,카카오 M,201112,1,0,0,0,0
하얀 설레임 (White Love),"케이윌 (K.Will), 소유, 정민",Starship Planet 2012 (스타쉽플래닛),스타쉽엔터테인먼트,카카오 M,201212,1,1,1,0,0
하여가 (何如歌) (우리동네 음악대장),우리동네 음악대장,복면가왕 54회,MBC,NHN벅스,201605,0,0,0,0,0
하와유?? 파인 땡큐!! (Feat. Skull),하하,하와유?? 파인 땡큐!! (Digital Single),노아엔터테인먼트,카카오 M,201109,0,0,0,0,0
하지 못한 말,노을,4집 Time For Love,ITM,카카오 M,201211-201212-201301,1,0,2,1,0
하지 못했던 이야기,김경호,하지 못했던 이야기,마루아라엔터테인먼트,Stone Music Entertainment,201202,0,0,0,0,0
하지마 (Stop It),B.A.P,하지마,TS엔터테인먼트,카카오 M,201210,0,0,0,0,0
하지하지마,GOT7,Identify,JYP Entertainment,지니뮤직,201412,0,0,0,0,0
하쿠나마타타,MC 스나이퍼,2010 Snipersound #3,스나이퍼사운드,포니캐년코리아,201009,0,0,0,0,0
한 번쯤 니가 먼저,바닐라 어쿠스틱 (Vanilla Acoustic),3rd Part.1 `Eudaimonia`,쇼파르뮤직,NHN벅스,201406,0,0,0,0,0
한 사람 (My Only One),보아 (BoA),파라다이스 목장 OST,SM Entertainment,SM Entertainment,201102,0,0,0,0,0
한 여름의 크리스마스 (With You),레드벨벳(Red Velvet),Summer Magic - Summer Mini Album,SM Entertainment,Dreamus,201808,0,0,0,0,0
한 페이지가 될 수 있게,DAY6,The Book of Us _ Gravity,JYP Entertainment,Dreamus,201907,0,0,0,0,0
한(一),(여자)아이들,한(一),큐브엔터테인먼트,카카오 M,201808-201809,1,0,0,0,0
한강앞에서,나비 (Navi),REAL STORY,ITM,카카오 M,201501,0,0,0,0,0
한걸음,티파니 (TIFFANY),내 연애의 모든 것 OST Part 2,SBS 콘텐츠허브,카카오 M,201304,0,0,0,0,0
한번 더,심은경,수상한 그녀 OST,Stone Music Entertainment,Stone Music Entertainment,201402,0,0,0,0,0
한번 더 말해줘 (Feat. 장한나),지누션,한번 더 말해줘,YG Entertainment,지니뮤직,201504-201505,1,0,1,0,0
한번만,소유 (SOYOU),기황후 OST Part 4,이김프로덕션,카카오 M,201402,0,0,0,0,0
한번만 안아줘,걸스데이 (Girl`s Day),Everyday,드림티 엔터테인먼트,카카오 M,201107,1,0,0,0,0
한번쯤은,티맥스 (T-Max),공부의 신 OST Part 1,마루아라엔터테인먼트,Sony Music,201002,0,0,0,0,0
한사람,다비치,"웃어요, 엄마 OST Part 8",제이원 & 펜타그램 엔터테인먼트,포니캐년코리아,201103,1,0,0,0,0
한사람,에이트 (8eight),천일의 약속 OST,예인문화,지니뮤직,201112,1,0,0,0,0
한사람,허각,한사람 (빅 OST),"Stone Music Entertainment, 본팩토리",Stone Music Entertainment,201207,1,0,1,0,0
